"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2001/02","S08000030"," ",5,"SMR01"," ","50"," ","69.32"," ","50"," ","69.32"," ","",":","",":"
"2001/02","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2001/02","S08000028"," ",2,"SMR01"," ","85"," ","626.15"," ","65"," ","478.82"," ","",":","",":"
"2001/02","S08000028"," ",3,"SMR01"," ","75"," ","582.52"," ","60"," ","466.02"," ","",":","",":"
"2001/02","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2001/02","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000015"," ",1,"SMR01"," ","275"," ","334.07"," ","225"," ","273.33"," ","",":","",":"
"2002/03","S08000015"," ",2,"SMR01"," ","260"," ","237.19"," ","210"," ","191.58"," ","",":","",":"
"2002/03","S08000015"," ",3,"SMR01"," ","135"," ","199.74"," ","115"," ","170.15"," ","",":","",":"
"2002/03","S08000015"," ",4,"SMR01"," ","80"," ","144.88"," ","70"," ","126.77"," ","",":","",":"
"2002/03","S08000015"," ",5,"SMR01"," ","40"," ","75.82"," ","35"," ","66.34"," ","",":","",":"
"2002/03","S08000016"," ",1,"SMR01"," ","15"," ","479.39"," ","15"," ","479.39"," ","",":","",":"
"2002/03","S08000016"," ",2,"SMR01"," ","25"," ","376.9"," ","25"," ","376.9"," ","",":","",":"
"2002/03","S08000016"," ",3,"SMR01"," ","115"," ","320.21"," ","90"," ","250.6"," ","",":","",":"
"2002/03","S08000016"," ",4,"SMR01"," ","110"," ","244.34"," ","85"," ","188.81"," ","",":","",":"
"2002/03","S08000016"," ",5,"SMR01"," ","40"," ","237.6"," ","35"," ","207.9"," ","",":","",":"
"2002/03","S08000017"," ",1,"SMR01"," ","45"," ","381.07"," ","35"," ","296.38"," ","",":","",":"
"2002/03","S08000017"," ",2,"SMR01"," ","60"," ","201.32"," ","50"," ","167.77"," ","",":","",":"
"2002/03","S08000017"," ",3,"SMR01"," ","85"," ","137.6"," ","70"," ","113.31"," ","",":","",":"
"2002/03","S08000017"," ",4,"SMR01"," ","45"," ","127.27"," ","35"," ","98.98"," ","",":","",":"
"2002/03","S08000017"," ",5,"SMR01"," ","10"," ","112.06"," ","10"," ","112.06"," ","",":","",":"
"2002/03","S08000029"," ",1,"SMR01"," ","60"," ","136.62"," ","45"," ","102.46"," ","",":","",":"
"2002/03","S08000029"," ",2,"SMR01"," ","125"," ","156.97"," ","100"," ","125.58"," ","",":","",":"
"2002/03","S08000029"," ",3,"SMR01"," ","80"," ","102.39"," ","60"," ","76.79"," ","",":","",":"
"2002/03","S08000029"," ",4,"SMR01"," ","70"," ","91.22"," ","55"," ","71.67"," ","",":","",":"
"2002/03","S08000029"," ",5,"SMR01"," ","75"," ","103.71"," ","60"," ","82.97"," ","",":","",":"
"2002/03","S08000019"," ",1,"SMR01"," ","60"," ","156.83"," ","55"," ","143.76"," ","",":","",":"
"2002/03","S08000019"," ",2,"SMR01"," ","75"," ","108.85"," ","70"," ","101.59"," ","",":","",":"
"2002/03","S08000019"," ",3,"SMR01"," ","70"," ","119.92"," ","60"," ","102.79"," ","",":","",":"
"2002/03","S08000019"," ",4,"SMR01"," ","60"," ","91.1"," ","60"," ","91.1"," ","",":","",":"
"2002/03","S08000019"," ",5,"SMR01"," ","25"," ","50.71"," ","25"," ","50.71"," ","",":","",":"
"2002/03","S08000020"," ",1,"SMR01"," ","75"," ","347.56"," ","65"," ","301.22"," ","",":","",":"
"2002/03","S08000020"," ",2,"SMR01"," ","180"," ","301.21"," ","140"," ","234.27"," ","",":","",":"
"2002/03","S08000020"," ",3,"SMR01"," ","240"," ","211.75"," ","200"," ","176.46"," ","",":","",":"
"2002/03","S08000020"," ",4,"SMR01"," ","225"," ","145.38"," ","190"," ","122.76"," ","",":","",":"
"2002/03","S08000020"," ",5,"SMR01"," ","150"," ","84.39"," ","135"," ","75.95"," ","",":","",":"
"2002/03","S08000031"," ",1,"SMR01"," ","1570"," ","348.43"," ","1200"," ","266.32"," ","",":","",":"
"2002/03","S08000031"," ",2,"SMR01"," ","490"," ","247.51"," ","380"," ","191.95"," ","",":","",":"
"2002/03","S08000031"," ",3,"SMR01"," ","220"," ","156.38"," ","165"," ","117.28"," ","",":","",":"
"2002/03","S08000031"," ",4,"SMR01"," ","175"," ","128.45"," ","130"," ","95.42"," ","",":","",":"
"2002/03","S08000031"," ",5,"SMR01"," ","165"," ","83.62"," ","120"," ","60.82"," ","",":","",":"
"2002/03","S08000022"," ",1,"SMR01"," ","165"," ","951.89"," ","120"," ","692.28"," ","",":","",":"
"2002/03","S08000022"," ",2,"SMR01"," ","340"," ","530.62"," ","255"," ","397.96"," ","",":","",":"
"2002/03","S08000022"," ",3,"SMR01"," ","340"," ","308.57"," ","265"," ","240.5"," ","",":","",":"
"2002/03","S08000022"," ",4,"SMR01"," ","155"," ","210.94"," ","120"," ","163.31"," ","",":","",":"
"2002/03","S08000022"," ",5,"SMR01"," ","55"," ","154.05"," ","45"," ","126.04"," ","",":","",":"
"2002/03","S08000032"," ",1,"SMR01"," ","440"," ","241.65"," ","325"," ","178.49"," ","",":","",":"
"2002/03","S08000032"," ",2,"SMR01"," ","280"," ","176.51"," ","210"," ","132.38"," ","",":","",":"
"2002/03","S08000032"," ",3,"SMR01"," ","180"," ","141.61"," ","145"," ","114.07"," ","",":","",":"
"2002/03","S08000032"," ",4,"SMR01"," ","85"," ","94.5"," ","65"," ","72.26"," ","",":","",":"
"2002/03","S08000032"," ",5,"SMR01"," ","45"," ","66.64"," ","30"," ","44.43"," ","",":","",":"
"2002/03","S08000024"," ",1,"SMR01"," ","290"," ","347.67"," ","205"," ","245.77"," ","",":","",":"
"2002/03","S08000024"," ",2,"SMR01"," ","350"," ","220.76"," ","265"," ","167.15"," ","",":","",":"
"2002/03","S08000024"," ",3,"SMR01"," ","245"," ","190.47"," ","180"," ","139.94"," ","",":","",":"
"2002/03","S08000024"," ",4,"SMR01"," ","175"," ","120.45"," ","130"," ","89.48"," ","",":","",":"
"2002/03","S08000024"," ",5,"SMR01"," ","305"," ","115.57"," ","225"," ","85.26"," ","",":","",":"
"2002/03","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000025"," ",2,"SMR01"," ","5"," ","266.67"," ","5"," ","266.67"," ","",":","",":"
"2002/03","S08000025"," ",3,"SMR01"," ","30"," ","402.79"," ","25"," ","335.66"," ","",":","",":"
"2002/03","S08000025"," ",4,"SMR01"," ","20"," ","252.72"," ","20"," ","252.72"," ","",":","",":"
"2002/03","S08000025"," ",5,"SMR01"," ","5"," ","237.76"," ","5"," ","237.76"," ","",":","",":"
"2002/03","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000026"," ",2,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000026"," ",3,"SMR01"," ","30"," ","490.28"," ","25"," ","408.56"," ","",":","",":"
"2002/03","S08000026"," ",4,"SMR01"," ","55"," ","397.31"," ","40"," ","288.95"," ","",":","",":"
"2002/03","S08000026"," ",5,"SMR01"," ","20"," ","981.35"," ","5"," ","245.34"," ","",":","",":"
"2002/03","S08000030"," ",1,"SMR01"," ","100"," ","151.02"," ","90"," ","135.92"," ","",":","",":"
"2002/03","S08000030"," ",2,"SMR01"," ","95"," ","154.45"," ","85"," ","138.2"," ","",":","",":"
"2002/03","S08000030"," ",3,"SMR01"," ","80"," ","117.2"," ","65"," ","95.22"," ","",":","",":"
"2002/03","S08000030"," ",4,"SMR01"," ","115"," ","95.81"," ","95"," ","79.15"," ","",":","",":"
"2002/03","S08000030"," ",5,"SMR01"," ","50"," ","69.16"," ","45"," ","62.24"," ","",":","",":"
"2002/03","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000028"," ",2,"SMR01"," ","85"," ","630.42"," ","70"," ","519.17"," ","",":","",":"
"2002/03","S08000028"," ",3,"SMR01"," ","95"," ","738.32"," ","75"," ","582.89"," ","",":","",":"
"2002/03","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2002/03","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000015"," ",1,"SMR01"," ","305"," ","373.44"," ","230"," ","281.61"," ","",":","",":"
"2003/04","S08000015"," ",2,"SMR01"," ","240"," ","219.55"," ","210"," ","192.11"," ","",":","",":"
"2003/04","S08000015"," ",3,"SMR01"," ","165"," ","243.87"," ","130"," ","192.14"," ","",":","",":"
"2003/04","S08000015"," ",4,"SMR01"," ","85"," ","152.02"," ","65"," ","116.25"," ","",":","",":"
"2003/04","S08000015"," ",5,"SMR01"," ","45"," ","84.65"," ","40"," ","75.24"," ","",":","",":"
"2003/04","S08000016"," ",1,"SMR01"," ","10"," ","325.41"," ","10"," ","325.41"," ","",":","",":"
"2003/04","S08000016"," ",2,"SMR01"," ","20"," ","303.72"," ","15"," ","227.79"," ","",":","",":"
"2003/04","S08000016"," ",3,"SMR01"," ","105"," ","293.32"," ","80"," ","223.48"," ","",":","",":"
"2003/04","S08000016"," ",4,"SMR01"," ","110"," ","239.38"," ","85"," ","184.98"," ","",":","",":"
"2003/04","S08000016"," ",5,"SMR01"," ","30"," ","176.54"," ","30"," ","176.54"," ","",":","",":"
"2003/04","S08000017"," ",1,"SMR01"," ","45"," ","384.22"," ","35"," ","298.84"," ","",":","",":"
"2003/04","S08000017"," ",2,"SMR01"," ","55"," ","183.68"," ","45"," ","150.29"," ","",":","",":"
"2003/04","S08000017"," ",3,"SMR01"," ","75"," ","120.97"," ","60"," ","96.77"," ","",":","",":"
"2003/04","S08000017"," ",4,"SMR01"," ","35"," ","98.81"," ","25"," ","70.58"," ","",":","",":"
"2003/04","S08000017"," ",5,"SMR01"," ","5"," ","56.92"," ","5"," ","56.92"," ","",":","",":"
"2003/04","S08000029"," ",1,"SMR01"," ","50"," ","115.79"," ","40"," ","92.63"," ","",":","",":"
"2003/04","S08000029"," ",2,"SMR01"," ","120"," ","151.22"," ","95"," ","119.72"," ","",":","",":"
"2003/04","S08000029"," ",3,"SMR01"," ","90"," ","115.71"," ","70"," ","90"," ","",":","",":"
"2003/04","S08000029"," ",4,"SMR01"," ","60"," ","77.55"," ","45"," ","58.16"," ","",":","",":"
"2003/04","S08000029"," ",5,"SMR01"," ","35"," ","47.51"," ","30"," ","40.73"," ","",":","",":"
"2003/04","S08000019"," ",1,"SMR01"," ","85"," ","225.76"," ","70"," ","185.92"," ","",":","",":"
"2003/04","S08000019"," ",2,"SMR01"," ","100"," ","145.11"," ","85"," ","123.34"," ","",":","",":"
"2003/04","S08000019"," ",3,"SMR01"," ","70"," ","118.08"," ","60"," ","101.21"," ","",":","",":"
"2003/04","S08000019"," ",4,"SMR01"," ","55"," ","81.84"," ","55"," ","81.84"," ","",":","",":"
"2003/04","S08000019"," ",5,"SMR01"," ","30"," ","61.25"," ","25"," ","51.04"," ","",":","",":"
"2003/04","S08000020"," ",1,"SMR01"," ","75"," ","354.31"," ","60"," ","283.45"," ","",":","",":"
"2003/04","S08000020"," ",2,"SMR01"," ","205"," ","345.78"," ","155"," ","261.44"," ","",":","",":"
"2003/04","S08000020"," ",3,"SMR01"," ","220"," ","193.87"," ","185"," ","163.02"," ","",":","",":"
"2003/04","S08000020"," ",4,"SMR01"," ","235"," ","149.7"," ","190"," ","121.03"," ","",":","",":"
"2003/04","S08000020"," ",5,"SMR01"," ","160"," ","89.67"," ","130"," ","72.85"," ","",":","",":"
"2003/04","S08000031"," ",1,"SMR01"," ","1670"," ","374.3"," ","1195"," ","267.84"," ","",":","",":"
"2003/04","S08000031"," ",2,"SMR01"," ","480"," ","243.56"," ","345"," ","175.06"," ","",":","",":"
"2003/04","S08000031"," ",3,"SMR01"," ","280"," ","200.12"," ","210"," ","150.09"," ","",":","",":"
"2003/04","S08000031"," ",4,"SMR01"," ","185"," ","135.52"," ","145"," ","106.21"," ","",":","",":"
"2003/04","S08000031"," ",5,"SMR01"," ","170"," ","86.39"," ","130"," ","66.06"," ","",":","",":"
"2003/04","S08000022"," ",1,"SMR01"," ","155"," ","902.74"," ","115"," ","669.77"," ","",":","",":"
"2003/04","S08000022"," ",2,"SMR01"," ","290"," ","451.24"," ","220"," ","342.32"," ","",":","",":"
"2003/04","S08000022"," ",3,"SMR01"," ","355"," ","320.34"," ","280"," ","252.66"," ","",":","",":"
"2003/04","S08000022"," ",4,"SMR01"," ","205"," ","275.52"," ","150"," ","201.6"," ","",":","",":"
"2003/04","S08000022"," ",5,"SMR01"," ","45"," ","125.32"," ","35"," ","97.47"," ","",":","",":"
"2003/04","S08000032"," ",1,"SMR01"," ","515"," ","284.11"," ","345"," ","190.32"," ","",":","",":"
"2003/04","S08000032"," ",2,"SMR01"," ","345"," ","216.96"," ","240"," ","150.93"," ","",":","",":"
"2003/04","S08000032"," ",3,"SMR01"," ","200"," ","156.57"," ","135"," ","105.69"," ","",":","",":"
"2003/04","S08000032"," ",4,"SMR01"," ","90"," ","99.03"," ","60"," ","66.02"," ","",":","",":"
"2003/04","S08000032"," ",5,"SMR01"," ","50"," ","73.23"," ","40"," ","58.58"," ","",":","",":"
"2003/04","S08000024"," ",1,"SMR01"," ","240"," ","287.6"," ","175"," ","209.71"," ","",":","",":"
"2003/04","S08000024"," ",2,"SMR01"," ","395"," ","249.46"," ","280"," ","176.83"," ","",":","",":"
"2003/04","S08000024"," ",3,"SMR01"," ","245"," ","189.93"," ","175"," ","135.66"," ","",":","",":"
"2003/04","S08000024"," ",4,"SMR01"," ","215"," ","147.74"," ","160"," ","109.94"," ","",":","",":"
"2003/04","S08000024"," ",5,"SMR01"," ","290"," ","110.44"," ","205"," ","78.07"," ","",":","",":"
"2003/04","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000025"," ",2,"SMR01"," ","5"," ","271.74"," ","5"," ","271.74"," ","",":","",":"
"2003/04","S08000025"," ",3,"SMR01"," ","35"," ","465.3"," ","30"," ","398.83"," ","",":","",":"
"2003/04","S08000025"," ",4,"SMR01"," ","30"," ","374.63"," ","20"," ","249.75"," ","",":","",":"
"2003/04","S08000025"," ",5,"SMR01"," ","5"," ","230.41"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000026"," ",2,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000026"," ",3,"SMR01"," ","25"," ","411.39"," ","25"," ","411.39"," ","",":","",":"
"2003/04","S08000026"," ",4,"SMR01"," ","50"," ","361.59"," ","35"," ","253.11"," ","",":","",":"
"2003/04","S08000026"," ",5,"SMR01"," ","10"," ","486.62"," ","5"," ","243.31"," ","",":","",":"
"2003/04","S08000030"," ",1,"SMR01"," ","130"," ","198.29"," ","115"," ","175.41"," ","",":","",":"
"2003/04","S08000030"," ",2,"SMR01"," ","100"," ","163.19"," ","90"," ","146.87"," ","",":","",":"
"2003/04","S08000030"," ",3,"SMR01"," ","65"," ","95.08"," ","50"," ","73.14"," ","",":","",":"
"2003/04","S08000030"," ",4,"SMR01"," ","160"," ","132.48"," ","135"," ","111.78"," ","",":","",":"
"2003/04","S08000030"," ",5,"SMR01"," ","60"," ","82.45"," ","55"," ","75.58"," ","",":","",":"
"2003/04","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000028"," ",2,"SMR01"," ","105"," ","779.8"," ","80"," ","594.13"," ","",":","",":"
"2003/04","S08000028"," ",3,"SMR01"," ","115"," ","887"," ","90"," ","694.18"," ","",":","",":"
"2003/04","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2003/04","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000015"," ",1,"SMR01"," ","320"," ","374.71"," ","245"," ","286.89"," ","",":","",":"
"2004/05","S08000015"," ",2,"SMR01"," ","315"," ","288.33"," ","220"," ","201.38"," ","",":","",":"
"2004/05","S08000015"," ",3,"SMR01"," ","165"," ","275.21"," ","125"," ","208.49"," ","",":","",":"
"2004/05","S08000015"," ",4,"SMR01"," ","80"," ","145.86"," ","70"," ","127.63"," ","",":","",":"
"2004/05","S08000015"," ",5,"SMR01"," ","55"," ","93.06"," ","45"," ","76.14"," ","",":","",":"
"2004/05","S08000016"," ",1,"SMR01"," ","20"," ","441.4"," ","20"," ","441.4"," ","",":","",":"
"2004/05","S08000016"," ",2,"SMR01"," ","45"," ","425.01"," ","35"," ","330.56"," ","",":","",":"
"2004/05","S08000016"," ",3,"SMR01"," ","85"," ","263.84"," ","65"," ","201.76"," ","",":","",":"
"2004/05","S08000016"," ",4,"SMR01"," ","100"," ","210.67"," ","75"," ","158"," ","",":","",":"
"2004/05","S08000016"," ",5,"SMR01"," ","20"," ","136.45"," ","15"," ","102.34"," ","",":","",":"
"2004/05","S08000017"," ",1,"SMR01"," ","45"," ","363.9"," ","35"," ","283.03"," ","",":","",":"
"2004/05","S08000017"," ",2,"SMR01"," ","50"," ","183.33"," ","45"," ","165"," ","",":","",":"
"2004/05","S08000017"," ",3,"SMR01"," ","70"," ","122.98"," ","60"," ","105.41"," ","",":","",":"
"2004/05","S08000017"," ",4,"SMR01"," ","40"," ","97.39"," ","30"," ","73.04"," ","",":","",":"
"2004/05","S08000017"," ",5,"SMR01"," ","10"," ","90.42"," ","5"," ","45.21"," ","",":","",":"
"2004/05","S08000029"," ",1,"SMR01"," ","85"," ","134.27"," ","65"," ","102.68"," ","",":","",":"
"2004/05","S08000029"," ",2,"SMR01"," ","90"," ","124.76"," ","70"," ","97.03"," ","",":","",":"
"2004/05","S08000029"," ",3,"SMR01"," ","85"," ","114.41"," ","65"," ","87.49"," ","",":","",":"
"2004/05","S08000029"," ",4,"SMR01"," ","50"," ","64.78"," ","35"," ","45.35"," ","",":","",":"
"2004/05","S08000029"," ",5,"SMR01"," ","30"," ","45.36"," ","25"," ","37.8"," ","",":","",":"
"2004/05","S08000019"," ",1,"SMR01"," ","80"," ","196.84"," ","75"," ","184.53"," ","",":","",":"
"2004/05","S08000019"," ",2,"SMR01"," ","90"," ","123.2"," ","75"," ","102.66"," ","",":","",":"
"2004/05","S08000019"," ",3,"SMR01"," ","50"," ","97.45"," ","45"," ","87.71"," ","",":","",":"
"2004/05","S08000019"," ",4,"SMR01"," ","65"," ","102.91"," ","55"," ","87.07"," ","",":","",":"
"2004/05","S08000019"," ",5,"SMR01"," ","30"," ","53.85"," ","25"," ","44.87"," ","",":","",":"
"2004/05","S08000020"," ",1,"SMR01"," ","95"," ","285.64"," ","80"," ","240.54"," ","",":","",":"
"2004/05","S08000020"," ",2,"SMR01"," ","145"," ","215.3"," ","115"," ","170.75"," ","",":","",":"
"2004/05","S08000020"," ",3,"SMR01"," ","240"," ","189.45"," ","215"," ","169.72"," ","",":","",":"
"2004/05","S08000020"," ",4,"SMR01"," ","170"," ","118.48"," ","145"," ","101.05"," ","",":","",":"
"2004/05","S08000020"," ",5,"SMR01"," ","120"," ","74.48"," ","100"," ","62.07"," ","",":","",":"
"2004/05","S08000031"," ",1,"SMR01"," ","1475"," ","348.82"," ","1105"," ","261.32"," ","",":","",":"
"2004/05","S08000031"," ",2,"SMR01"," ","470"," ","244.24"," ","330"," ","171.49"," ","",":","",":"
"2004/05","S08000031"," ",3,"SMR01"," ","225"," ","155.94"," ","170"," ","117.82"," ","",":","",":"
"2004/05","S08000031"," ",4,"SMR01"," ","155"," ","108.28"," ","125"," ","87.32"," ","",":","",":"
"2004/05","S08000031"," ",5,"SMR01"," ","205"," ","97.95"," ","145"," ","69.28"," ","",":","",":"
"2004/05","S08000022"," ",1,"SMR01"," ","190"," ","763.57"," ","130"," ","522.45"," ","",":","",":"
"2004/05","S08000022"," ",2,"SMR01"," ","325"," ","569.57"," ","230"," ","403.08"," ","",":","",":"
"2004/05","S08000022"," ",3,"SMR01"," ","385"," ","324.28"," ","275"," ","231.63"," ","",":","",":"
"2004/05","S08000022"," ",4,"SMR01"," ","145"," ","189.36"," ","105"," ","137.12"," ","",":","",":"
"2004/05","S08000022"," ",5,"SMR01"," ","35"," ","125.46"," ","30"," ","107.53"," ","",":","",":"
"2004/05","S08000032"," ",1,"SMR01"," ","530"," ","318.96"," ","350"," ","210.64"," ","",":","",":"
"2004/05","S08000032"," ",2,"SMR01"," ","325"," ","199.15"," ","225"," ","137.88"," ","",":","",":"
"2004/05","S08000032"," ",3,"SMR01"," ","180"," ","133.5"," ","125"," ","92.71"," ","",":","",":"
"2004/05","S08000032"," ",4,"SMR01"," ","100"," ","108.88"," ","70"," ","76.22"," ","",":","",":"
"2004/05","S08000032"," ",5,"SMR01"," ","60"," ","79.96"," ","40"," ","53.31"," ","",":","",":"
"2004/05","S08000024"," ",1,"SMR01"," ","290"," ","304"," ","210"," ","220.14"," ","",":","",":"
"2004/05","S08000024"," ",2,"SMR01"," ","335"," ","211.74"," ","250"," ","158.02"," ","",":","",":"
"2004/05","S08000024"," ",3,"SMR01"," ","215"," ","175.29"," ","160"," ","130.45"," ","",":","",":"
"2004/05","S08000024"," ",4,"SMR01"," ","190"," ","131.02"," ","155"," ","106.89"," ","",":","",":"
"2004/05","S08000024"," ",5,"SMR01"," ","255"," ","97.87"," ","190"," ","72.93"," ","",":","",":"
"2004/05","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000025"," ",2,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000025"," ",3,"SMR01"," ","60"," ","653.95"," ","45"," ","490.46"," ","",":","",":"
"2004/05","S08000025"," ",4,"SMR01"," ","20"," ","252.91"," ","15"," ","189.68"," ","",":","",":"
"2004/05","S08000025"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000026"," ",2,"SMR01"," ","25"," ","850.63"," ","15"," ","510.38"," ","",":","",":"
"2004/05","S08000026"," ",3,"SMR01"," ","30"," ","240.67"," ","25"," ","200.56"," ","",":","",":"
"2004/05","S08000026"," ",4,"SMR01"," ","20"," ","330.96"," ","10"," ","165.48"," ","",":","",":"
"2004/05","S08000026"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000030"," ",1,"SMR01"," ","130"," ","182.24"," ","115"," ","161.22"," ","",":","",":"
"2004/05","S08000030"," ",2,"SMR01"," ","105"," ","153.99"," ","80"," ","117.32"," ","",":","",":"
"2004/05","S08000030"," ",3,"SMR01"," ","70"," ","107.74"," ","60"," ","92.35"," ","",":","",":"
"2004/05","S08000030"," ",4,"SMR01"," ","100"," ","84.66"," ","90"," ","76.2"," ","",":","",":"
"2004/05","S08000030"," ",5,"SMR01"," ","45"," ","66.6"," ","45"," ","66.6"," ","",":","",":"
"2004/05","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000028"," ",2,"SMR01"," ","135"," ","766.57"," ","105"," ","596.22"," ","",":","",":"
"2004/05","S08000028"," ",3,"SMR01"," ","60"," ","663.79"," ","45"," ","497.84"," ","",":","",":"
"2004/05","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2004/05","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2005/06","S08000015"," ",1,"SMR01"," ","310"," ","362.55"," ","245"," ","286.53"," ","",":","",":"
"2005/06","S08000015"," ",2,"SMR01"," ","255"," ","233.07"," ","200"," ","182.8"," ","",":","",":"
"2005/06","S08000015"," ",3,"SMR01"," ","140"," ","232.49"," ","115"," ","190.97"," ","",":","",":"
"2005/06","S08000015"," ",4,"SMR01"," ","60"," ","109"," ","50"," ","90.83"," ","",":","",":"
"2005/06","S08000015"," ",5,"SMR01"," ","55"," ","93.5"," ","40"," ","68"," ","",":","",":"
"2005/06","S08000016"," ",1,"SMR01"," ","10"," ","217.77"," ","10"," ","217.77"," ","",":","",":"
"2005/06","S08000016"," ",2,"SMR01"," ","55"," ","515.22"," ","45"," ","421.55"," ","",":","",":"
"2005/06","S08000016"," ",3,"SMR01"," ","90"," ","277.1"," ","70"," ","215.52"," ","",":","",":"
"2005/06","S08000016"," ",4,"SMR01"," ","110"," ","229.49"," ","80"," ","166.9"," ","",":","",":"
"2005/06","S08000016"," ",5,"SMR01"," ","35"," ","240.2"," ","25"," ","171.57"," ","",":","",":"
"2005/06","S08000017"," ",1,"SMR01"," ","45"," ","361.56"," ","35"," ","281.21"," ","",":","",":"
"2005/06","S08000017"," ",2,"SMR01"," ","60"," ","218.96"," ","45"," ","164.22"," ","",":","",":"
"2005/06","S08000017"," ",3,"SMR01"," ","75"," ","130.47"," ","55"," ","95.68"," ","",":","",":"
"2005/06","S08000017"," ",4,"SMR01"," ","20"," ","48.39"," ","15"," ","36.29"," ","",":","",":"
"2005/06","S08000017"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," ","",":","",":"
"2005/06","S08000029"," ",1,"SMR01"," ","105"," ","166.04"," ","80"," ","126.51"," ","",":","",":"
"2005/06","S08000029"," ",2,"SMR01"," ","70"," ","96.99"," ","55"," ","76.21"," ","",":","",":"
"2005/06","S08000029"," ",3,"SMR01"," ","85"," ","112.38"," ","60"," ","79.33"," ","",":","",":"
"2005/06","S08000029"," ",4,"SMR01"," ","55"," ","70.87"," ","40"," ","51.54"," ","",":","",":"
"2005/06","S08000029"," ",5,"SMR01"," ","30"," ","44.91"," ","30"," ","44.91"," ","",":","",":"
"2005/06","S08000019"," ",1,"SMR01"," ","95"," ","232.65"," ","70"," ","171.43"," ","",":","",":"
"2005/06","S08000019"," ",2,"SMR01"," ","70"," ","94.93"," ","60"," ","81.37"," ","",":","",":"
"2005/06","S08000019"," ",3,"SMR01"," ","45"," ","86.61"," ","30"," ","57.74"," ","",":","",":"
"2005/06","S08000019"," ",4,"SMR01"," ","35"," ","55.07"," ","30"," ","47.2"," ","",":","",":"
"2005/06","S08000019"," ",5,"SMR01"," ","30"," ","52.89"," ","25"," ","44.08"," ","",":","",":"
"2005/06","S08000020"," ",1,"SMR01"," ","95"," ","282.23"," ","70"," ","207.96"," ","",":","",":"
"2005/06","S08000020"," ",2,"SMR01"," ","140"," ","207.29"," ","110"," ","162.87"," ","",":","",":"
"2005/06","S08000020"," ",3,"SMR01"," ","215"," ","168.6"," ","180"," ","141.15"," ","",":","",":"
"2005/06","S08000020"," ",4,"SMR01"," ","155"," ","106.27"," ","130"," ","89.13"," ","",":","",":"
"2005/06","S08000020"," ",5,"SMR01"," ","115"," ","71.08"," ","95"," ","58.72"," ","",":","",":"
"2005/06","S08000031"," ",1,"SMR01"," ","1550"," ","367.26"," ","1090"," ","258.27"," ","",":","",":"
"2005/06","S08000031"," ",2,"SMR01"," ","445"," ","230.29"," ","320"," ","165.6"," ","",":","",":"
"2005/06","S08000031"," ",3,"SMR01"," ","220"," ","152.23"," ","165"," ","114.17"," ","",":","",":"
