"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2018/19","S08000029"," ",3,"SMR04"," ","275"," ","379.8"," ","155"," ","214.07"," ","35"," ","48.34"," "
"2018/19","S08000029"," ",4,"SMR04"," ","185"," ","254.72"," ","125"," ","172.11"," ","35"," ","48.19"," "
"2018/19","S08000029"," ",5,"SMR04"," ","150"," ","202.05"," ","85"," ","114.5"," ","15"," ","20.21"," "
"2018/19","S08000019"," ",1,"SMR04"," ","385"," ","743.54"," ","250"," ","482.82"," ","40"," ","77.25"," "
"2018/19","S08000019"," ",2,"SMR04"," ","320"," ","526.26"," ","200"," ","328.91"," ","35"," ","57.56"," "
"2018/19","S08000019"," ",3,"SMR04"," ","230"," ","363.99"," ","155"," ","245.3"," ","25"," ","39.56"," "
"2018/19","S08000019"," ",4,"SMR04"," ","180"," ","283.57"," ","125"," ","196.92"," ","50"," ","78.77"," "
"2018/19","S08000019"," ",5,"SMR04"," ","145"," ","217"," ","95"," ","142.18"," ","15"," ","22.45"," "
"2018/19","S08000020"," ",1,"SMR04"," ","195"," ","571.38"," ","120"," ","351.62"," ","25"," ","73.25"," "
"2018/19","S08000020"," ",2,"SMR04"," ","385"," ","423.69"," ","275"," ","302.63"," ","60"," ","66.03"," "
"2018/19","S08000020"," ",3,"SMR04"," ","395"," ","328.52"," ","285"," ","237.03"," ","70"," ","58.22"," "
"2018/19","S08000020"," ",4,"SMR04"," ","360"," ","210.62"," ","270"," ","157.96"," ","45"," ","26.33"," "
"2018/19","S08000020"," ",5,"SMR04"," ","370"," ","219.73"," ","245"," ","145.5"," ","65"," ","38.6"," "
"2018/19","S08000031"," ",1,"SMR04"," ","3110"," ","769.96"," ","1990"," ","492.67"," ","400"," ","99.03"," "
"2018/19","S08000031"," ",2,"SMR04"," ","1125"," ","533.68"," ","695"," ","329.7"," ","230"," ","109.11"," "
"2018/19","S08000031"," ",3,"SMR04"," ","520"," ","326.35"," ","375"," ","235.35"," ","100"," ","62.76"," "
"2018/19","S08000031"," ",4,"SMR04"," ","495"," ","303.12"," ","315"," ","192.89"," ","100"," ","61.24"," "
"2018/19","S08000031"," ",5,"SMR04"," ","440"," ","185.17"," ","275"," ","115.73"," ","65"," ","27.35"," "
"2018/19","S08000022"," ",1,"SMR04"," ","200"," ","638.9"," ","155"," ","495.14"," ","45"," ","143.75"," "
"2018/19","S08000022"," ",2,"SMR04"," ","245"," ","446.79"," ","175"," ","319.14"," ","40"," ","72.95"," "
"2018/19","S08000022"," ",3,"SMR04"," ","320"," ","268.66"," ","245"," ","205.7"," ","50"," ","41.98"," "
"2018/19","S08000022"," ",4,"SMR04"," ","180"," ","199.42"," ","145"," ","160.64"," ","40"," ","44.32"," "
"2018/19","S08000022"," ",5,"SMR04"," ","55"," ","209.2"," ","45"," ","171.16"," ","5"," ","19.02"," "
"2018/19","S08000032"," ",1,"SMR04"," ","885"," ","500.03"," ","595"," ","336.18"," ","100"," ","56.5"," "
"2018/19","S08000032"," ",2,"SMR04"," ","535"," ","317.5"," ","370"," ","219.58"," ","75"," ","44.51"," "
"2018/19","S08000032"," ",3,"SMR04"," ","305"," ","272.72"," ","215"," ","192.24"," ","85"," ","76"," "
"2018/19","S08000032"," ",4,"SMR04"," ","200"," ","173.61"," ","125"," ","108.5"," ","45"," ","39.06"," "
"2018/19","S08000032"," ",5,"SMR04"," ","90"," ","103.85"," ","70"," ","80.77"," ","15"," ","17.31"," "
"2018/19","S08000024"," ",1,"SMR04"," ","610"," ","584.45"," ","425"," ","407.2"," ","70"," ","67.07"," "
"2018/19","S08000024"," ",2,"SMR04"," ","1050"," ","545.52"," ","640"," ","332.51"," ","190"," ","98.71"," "
"2018/19","S08000024"," ",3,"SMR04"," ","530"," ","349.95"," ","350"," ","231.1"," ","65"," ","42.92"," "
"2018/19","S08000024"," ",4,"SMR04"," ","530"," ","318.45"," ","335"," ","201.28"," ","85"," ","51.07"," "
"2018/19","S08000024"," ",5,"SMR04"," ","555"," ","196.08"," ","370"," ","130.72"," ","105"," ","37.1"," "
"2018/19","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000025"," ",2,"SMR04"," ","5"," ","136.95"," ","5"," ","136.95"," ","0"," ","0"," "
"2018/19","S08000025"," ",3,"SMR04"," ","10"," ","242.48"," ","10"," ","242.48"," ","0"," ","0"," "
"2018/19","S08000025"," ",4,"SMR04"," ","20"," ","138.74"," ","15"," ","104.06"," ","5"," ","34.69"," "
"2018/19","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000026"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000026"," ",3,"SMR04"," ","5"," ","56.8"," ","5"," ","56.8"," ","0"," ","0"," "
"2018/19","S08000026"," ",4,"SMR04"," ","10"," ","78.17"," ","10"," ","78.17"," ","0"," ","0"," "
"2018/19","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000030"," ",1,"SMR04"," ","675"," ","907.61"," ","460"," ","618.52"," ","75"," ","100.85"," "
"2018/19","S08000030"," ",2,"SMR04"," ","575"," ","772.11"," ","370"," ","496.84"," ","60"," ","80.57"," "
"2018/19","S08000030"," ",3,"SMR04"," ","405"," ","485.29"," ","265"," ","317.54"," ","70"," ","83.88"," "
"2018/19","S08000030"," ",4,"SMR04"," ","370"," ","332.86"," ","260"," ","233.9"," ","55"," ","49.48"," "
"2018/19","S08000030"," ",5,"SMR04"," ","185"," ","254.74"," ","135"," ","185.89"," ","25"," ","34.42"," "
"2018/19","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000028"," ",2,"SMR04"," ","20"," ","497.39"," ","15"," ","373.04"," ","0"," ","0"," "
"2018/19","S08000028"," ",3,"SMR04"," ","55"," ","241.13"," ","40"," ","175.37"," ","5"," ","21.92"," "
"2018/19","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2018/19","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000015"," ",1,"SMR04"," ","550"," ","487.03"," ","400"," ","354.2"," ","95"," ","84.12"," "
"2019/20","S08000015"," ",2,"SMR04"," ","235"," ","281.35"," ","170"," ","203.53"," ","20"," ","23.94"," "
"2019/20","S08000015"," ",3,"SMR04"," ","130"," ","190.91"," ","110"," ","161.54"," ","35"," ","51.4"," "
"2019/20","S08000015"," ",4,"SMR04"," ","85"," ","150.45"," ","65"," ","115.05"," ","15"," ","26.55"," "
"2019/20","S08000015"," ",5,"SMR04"," ","65"," ","134.55"," ","55"," ","113.85"," ","5"," ","10.35"," "
"2019/20","S08000016"," ",1,"SMR04"," ","45"," ","617.2"," ","35"," ","480.04"," ","5"," ","68.58"," "
"2019/20","S08000016"," ",2,"SMR04"," ","135"," ","696.52"," ","85"," ","438.55"," ","5"," ","25.8"," "
"2019/20","S08000016"," ",3,"SMR04"," ","175"," ","374.52"," ","120"," ","256.81"," ","15"," ","32.1"," "
"2019/20","S08000016"," ",4,"SMR04"," ","110"," ","345.67"," ","65"," ","204.26"," ","10"," ","31.42"," "
"2019/20","S08000016"," ",5,"SMR04"," ","40"," ","388.8"," ","25"," ","243"," ","0"," ","0"," "
"2019/20","S08000017"," ",1,"SMR04"," ","175"," ","1337"," ","85"," ","649.4"," ","10"," ","76.4"," "
"2019/20","S08000017"," ",2,"SMR04"," ","210"," ","525.6"," ","105"," ","262.8"," ","20"," ","50.06"," "
"2019/20","S08000017"," ",3,"SMR04"," ","340"," ","593.64"," ","145"," ","253.17"," ","30"," ","52.38"," "
"2019/20","S08000017"," ",4,"SMR04"," ","105"," ","407.39"," ","60"," ","232.79"," ","10"," ","38.8"," "
"2019/20","S08000017"," ",5,"SMR04"," ","35"," ","274.1"," ","25"," ","195.79"," ","5"," ","39.16"," "
"2019/20","S08000029"," ",1,"SMR04"," ","530"," ","721.75"," ","285"," ","388.11"," ","35"," ","47.66"," "
"2019/20","S08000029"," ",2,"SMR04"," ","500"," ","629.39"," ","280"," ","352.46"," ","60"," ","75.53"," "
"2019/20","S08000029"," ",3,"SMR04"," ","255"," ","351.7"," ","165"," ","227.57"," ","20"," ","27.58"," "
"2019/20","S08000029"," ",4,"SMR04"," ","205"," ","280.25"," ","120"," ","164.05"," ","20"," ","27.34"," "
"2019/20","S08000029"," ",5,"SMR04"," ","170"," ","226.6"," ","105"," ","139.96"," ","15"," ","19.99"," "
"2019/20","S08000019"," ",1,"SMR04"," ","400"," ","771.99"," ","235"," ","453.55"," ","20"," ","38.6"," "
"2019/20","S08000019"," ",2,"SMR04"," ","295"," ","484.63"," ","175"," ","287.49"," ","30"," ","49.28"," "
"2019/20","S08000019"," ",3,"SMR04"," ","255"," ","401.92"," ","155"," ","244.3"," ","20"," ","31.52"," "
"2019/20","S08000019"," ",4,"SMR04"," ","225"," ","353.51"," ","135"," ","212.1"," ","35"," ","54.99"," "
"2019/20","S08000019"," ",5,"SMR04"," ","120"," ","179.48"," ","85"," ","127.13"," ","15"," ","22.43"," "
"2019/20","S08000020"," ",1,"SMR04"," ","210"," ","621.41"," ","135"," ","399.48"," ","25"," ","73.98"," "
"2019/20","S08000020"," ",2,"SMR04"," ","450"," ","498.63"," ","295"," ","326.88"," ","35"," ","38.78"," "
"2019/20","S08000020"," ",3,"SMR04"," ","445"," ","370.23"," ","285"," ","237.12"," ","55"," ","45.76"," "
"2019/20","S08000020"," ",4,"SMR04"," ","395"," ","229.17"," ","255"," ","147.94"," ","50"," ","29.01"," "
"2019/20","S08000020"," ",5,"SMR04"," ","350"," ","206.98"," ","235"," ","138.97"," ","35"," ","20.7"," "
"2019/20","S08000031"," ",1,"SMR04"," ","3175"," ","780.72"," ","1990"," ","489.33"," ","345"," ","84.83"," "
"2019/20","S08000031"," ",2,"SMR04"," ","1130"," ","532.3"," ","675"," ","317.97"," ","180"," ","84.79"," "
"2019/20","S08000031"," ",3,"SMR04"," ","530"," ","331.37"," ","375"," ","234.46"," ","85"," ","53.14"," "
"2019/20","S08000031"," ",4,"SMR04"," ","515"," ","312.48"," ","335"," ","203.27"," ","80"," ","48.54"," "
"2019/20","S08000031"," ",5,"SMR04"," ","440"," ","183.79"," ","275"," ","114.87"," ","40"," ","16.71"," "
"2019/20","S08000022"," ",1,"SMR04"," ","200"," ","645.47"," ","155"," ","500.24"," ","30"," ","96.82"," "
"2019/20","S08000022"," ",2,"SMR04"," ","205"," ","376.69"," ","155"," ","284.82"," ","30"," ","55.13"," "
"2019/20","S08000022"," ",3,"SMR04"," ","310"," ","259.91"," ","225"," ","188.64"," ","50"," ","41.92"," "
"2019/20","S08000022"," ",4,"SMR04"," ","215"," ","236.13"," ","165"," ","181.22"," ","40"," ","43.93"," "
"2019/20","S08000022"," ",5,"SMR04"," ","35"," ","134.77"," ","25"," ","96.26"," ","5"," ","19.25"," "
"2019/20","S08000032"," ",1,"SMR04"," ","860"," ","487.22"," ","595"," ","337.09"," ","70"," ","39.66"," "
"2019/20","S08000032"," ",2,"SMR04"," ","570"," ","337.35"," ","410"," ","242.65"," ","55"," ","32.55"," "
"2019/20","S08000032"," ",3,"SMR04"," ","295"," ","263.52"," ","210"," ","187.59"," ","75"," ","67"," "
"2019/20","S08000032"," ",4,"SMR04"," ","200"," ","170.82"," ","150"," ","128.11"," ","40"," ","34.16"," "
"2019/20","S08000032"," ",5,"SMR04"," ","120"," ","137.31"," ","85"," ","97.26"," ","10"," ","11.44"," "
"2019/20","S08000024"," ",1,"SMR04"," ","655"," ","623.19"," ","430"," ","409.11"," ","40"," ","38.06"," "
"2019/20","S08000024"," ",2,"SMR04"," ","1140"," ","586.42"," ","685"," ","352.37"," ","160"," ","82.3"," "
"2019/20","S08000024"," ",3,"SMR04"," ","575"," ","375.05"," ","375"," ","244.6"," ","50"," ","32.61"," "
"2019/20","S08000024"," ",4,"SMR04"," ","475"," ","277.78"," ","340"," ","198.83"," ","70"," ","40.94"," "
"2019/20","S08000024"," ",5,"SMR04"," ","540"," ","190.3"," ","375"," ","132.15"," ","115"," ","40.53"," "
"2019/20","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000025"," ",2,"SMR04"," ","10"," ","279.02"," ","10"," ","279.02"," ","0"," ","0"," "
"2019/20","S08000025"," ",3,"SMR04"," ","10"," ","242.01"," ","5"," ","121.01"," ","0"," ","0"," "
"2019/20","S08000025"," ",4,"SMR04"," ","20"," ","137.42"," ","15"," ","103.06"," ","5"," ","34.35"," "
"2019/20","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000026"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000026"," ",3,"SMR04"," ","10"," ","113.86"," ","10"," ","113.86"," ","0"," ","0"," "
"2019/20","S08000026"," ",4,"SMR04"," ","5"," ","39.21"," ","5"," ","39.21"," ","5"," ","39.21"," "
"2019/20","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000030"," ",1,"SMR04"," ","650"," ","872.67"," ","440"," ","590.73"," ","70"," ","93.98"," "
"2019/20","S08000030"," ",2,"SMR04"," ","455"," ","611.65"," ","320"," ","430.17"," ","45"," ","60.49"," "
"2019/20","S08000030"," ",3,"SMR04"," ","375"," ","449.32"," ","250"," ","299.55"," ","60"," ","71.89"," "
"2019/20","S08000030"," ",4,"SMR04"," ","350"," ","312.11"," ","250"," ","222.94"," ","50"," ","44.59"," "
"2019/20","S08000030"," ",5,"SMR04"," ","145"," ","198.64"," ","115"," ","157.54"," ","25"," ","34.25"," "
"2019/20","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000028"," ",2,"SMR04"," ","10"," ","254.39"," ","10"," ","254.39"," ","5"," ","127.19"," "
"2019/20","S08000028"," ",3,"SMR04"," ","55"," ","241.34"," ","35"," ","153.58"," ","5"," ","21.94"," "
"2019/20","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2019/20","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000015"," ",1,"SMR04"," ","460"," ","410.52"," ","345"," ","307.89"," ","110"," ","98.17"," "
"2020/21","S08000015"," ",2,"SMR04"," ","250"," ","300.1"," ","190"," ","228.08"," ","25"," ","30.01"," "
"2020/21","S08000015"," ",3,"SMR04"," ","135"," ","198.62"," ","120"," ","176.55"," ","35"," ","51.49"," "
"2020/21","S08000015"," ",4,"SMR04"," ","75"," ","132.63"," ","60"," ","106.1"," ","15"," ","26.53"," "
"2020/21","S08000015"," ",5,"SMR04"," ","40"," ","83.14"," ","35"," ","72.75"," ","10"," ","20.78"," "
"2020/21","S08000016"," ",1,"SMR04"," ","35"," ","491.09"," ","25"," ","350.78"," ","5"," ","70.16"," "
"2020/21","S08000016"," ",2,"SMR04"," ","165"," ","856.74"," ","85"," ","441.35"," ","10"," ","51.92"," "
"2020/21","S08000016"," ",3,"SMR04"," ","165"," ","353.88"," ","105"," ","225.2"," ","10"," ","21.45"," "
"2020/21","S08000016"," ",4,"SMR04"," ","85"," ","266.29"," ","55"," ","172.31"," ","10"," ","31.33"," "
"2020/21","S08000016"," ",5,"SMR04"," ","35"," ","339.54"," ","15"," ","145.52"," ","0"," ","0"," "
"2020/21","S08000017"," ",1,"SMR04"," ","140"," ","1075.19"," ","65"," ","499.19"," ","15"," ","115.2"," "
"2020/21","S08000017"," ",2,"SMR04"," ","195"," ","491.6"," ","115"," ","289.92"," ","25"," ","63.03"," "
"2020/21","S08000017"," ",3,"SMR04"," ","220"," ","386.84"," ","140"," ","246.17"," ","35"," ","61.54"," "
"2020/21","S08000017"," ",4,"SMR04"," ","50"," ","194.3"," ","40"," ","155.44"," ","10"," ","38.86"," "
"2020/21","S08000017"," ",5,"SMR04"," ","50"," ","384.64"," ","25"," ","192.32"," ","5"," ","38.46"," "
"2020/21","S08000029"," ",1,"SMR04"," ","350"," ","478.04"," ","210"," ","286.83"," ","45"," ","61.46"," "
"2020/21","S08000029"," ",2,"SMR04"," ","365"," ","458.86"," ","215"," ","270.29"," ","65"," ","81.71"," "
"2020/21","S08000029"," ",3,"SMR04"," ","195"," ","269.41"," ","115"," ","158.88"," ","25"," ","34.54"," "
"2020/21","S08000029"," ",4,"SMR04"," ","145"," ","197.65"," ","95"," ","129.49"," ","20"," ","27.26"," "
"2020/21","S08000029"," ",5,"SMR04"," ","105"," ","138.84"," ","65"," ","85.95"," ","20"," ","26.45"," "
"2020/21","S08000019"," ",1,"SMR04"," ","390"," ","755.8"," ","185"," ","358.52"," ","35"," ","67.83"," "
"2020/21","S08000019"," ",2,"SMR04"," ","310"," ","510.16"," ","170"," ","279.77"," ","25"," ","41.14"," "
"2020/21","S08000019"," ",3,"SMR04"," ","230"," ","363.61"," ","130"," ","205.52"," ","25"," ","39.52"," "
"2020/21","S08000019"," ",4,"SMR04"," ","240"," ","378.42"," ","120"," ","189.21"," ","35"," ","55.19"," "
"2020/21","S08000019"," ",5,"SMR04"," ","175"," ","261.63"," ","90"," ","134.55"," ","15"," ","22.43"," "
"2020/21","S08000020"," ",1,"SMR04"," ","180"," ","542.23"," ","105"," ","316.3"," ","20"," ","60.25"," "
"2020/21","S08000020"," ",2,"SMR04"," ","385"," ","430.55"," ","245"," ","273.99"," ","55"," ","61.51"," "
"2020/21","S08000020"," ",3,"SMR04"," ","445"," ","370.04"," ","260"," ","216.21"," ","60"," ","49.89"," "
"2020/21","S08000020"," ",4,"SMR04"," ","395"," ","227.77"," ","255"," ","147.04"," ","40"," ","23.07"," "
"2020/21","S08000020"," ",5,"SMR04"," ","335"," ","197.93"," ","210"," ","124.07"," ","55"," ","32.5"," "
"2020/21","S08000031"," ",1,"SMR04"," ","3015"," ","740.47"," ","1710"," ","419.97"," ","360"," ","88.41"," "
"2020/21","S08000031"," ",2,"SMR04"," ","1095"," ","515.81"," ","620"," ","292.06"," ","190"," ","89.5"," "
"2020/21","S08000031"," ",3,"SMR04"," ","610"," ","380.47"," ","375"," ","233.89"," ","95"," ","59.25"," "
"2020/21","S08000031"," ",4,"SMR04"," ","430"," ","260.36"," ","260"," ","157.43"," ","80"," ","48.44"," "
"2020/21","S08000031"," ",5,"SMR04"," ","410"," ","170.62"," ","250"," ","104.04"," ","50"," ","20.81"," "
"2020/21","S08000022"," ",1,"SMR04"," ","145"," ","474.82"," ","110"," ","360.21"," ","20"," ","65.49"," "
"2020/21","S08000022"," ",2,"SMR04"," ","170"," ","315.78"," ","125"," ","232.19"," ","35"," ","65.01"," "
"2020/21","S08000022"," ",3,"SMR04"," ","225"," ","189.16"," ","170"," ","142.92"," ","45"," ","37.83"," "
"2020/21","S08000022"," ",4,"SMR04"," ","205"," ","223.94"," ","140"," ","152.93"," ","35"," ","38.23"," "
"2020/21","S08000022"," ",5,"SMR04"," ","35"," ","134.64"," ","30"," ","115.41"," ","5"," ","19.23"," "
"2020/21","S08000032"," ",1,"SMR04"," ","695"," ","396.71"," ","475"," ","271.13"," ","75"," ","42.81"," "
"2020/21","S08000032"," ",2,"SMR04"," ","510"," ","302.5"," ","350"," ","207.6"," ","65"," ","38.55"," "
"2020/21","S08000032"," ",3,"SMR04"," ","230"," ","205.06"," ","175"," ","156.02"," ","70"," ","62.41"," "
"2020/21","S08000032"," ",4,"SMR04"," ","160"," ","134.72"," ","105"," ","88.41"," ","40"," ","33.68"," "
"2020/21","S08000032"," ",5,"SMR04"," ","100"," ","114.62"," ","75"," ","85.96"," ","10"," ","11.46"," "
"2020/21","S08000024"," ",1,"SMR04"," ","680"," ","645.09"," ","425"," ","403.18"," ","65"," ","61.66"," "
"2020/21","S08000024"," ",2,"SMR04"," ","1015"," ","522.28"," ","645"," ","331.89"," ","175"," ","90.05"," "
"2020/21","S08000024"," ",3,"SMR04"," ","540"," ","349.42"," ","360"," ","232.94"," ","45"," ","29.12"," "
"2020/21","S08000024"," ",4,"SMR04"," ","505"," ","288.81"," ","335"," ","191.59"," ","80"," ","45.75"," "
"2020/21","S08000024"," ",5,"SMR04"," ","625"," ","220.58"," ","385"," ","135.88"," ","125"," ","44.12"," "
"2020/21","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000025"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000025"," ",3,"SMR04"," ","5"," ","123.33"," ","5"," ","123.33"," ","0"," ","0"," "
"2020/21","S08000025"," ",4,"SMR04"," ","15"," ","101.7"," ","10"," ","67.8"," ","0"," ","0"," "
"2020/21","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000026"," ",2,"SMR04"," ","5"," ","360.49"," ","5"," ","360.49"," ","0"," ","0"," "
"2020/21","S08000026"," ",3,"SMR04"," ","10"," ","114.84"," ","5"," ","57.42"," ","0"," ","0"," "
"2020/21","S08000026"," ",4,"SMR04"," ","10"," ","78.28"," ","10"," ","78.28"," ","5"," ","39.14"," "
"2020/21","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000030"," ",1,"SMR04"," ","600"," ","808.64"," ","395"," ","532.35"," ","90"," ","121.3"," "
"2020/21","S08000030"," ",2,"SMR04"," ","440"," ","595.58"," ","315"," ","426.38"," ","60"," ","81.22"," "
"2020/21","S08000030"," ",3,"SMR04"," ","320"," ","385.67"," ","210"," ","253.09"," ","70"," ","84.36"," "
"2020/21","S08000030"," ",4,"SMR04"," ","275"," ","244.85"," ","200"," ","178.07"," ","50"," ","44.52"," "
"2020/21","S08000030"," ",5,"SMR04"," ","145"," ","198.12"," ","115"," ","157.13"," ","15"," ","20.5"," "
"2020/21","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000028"," ",2,"SMR04"," ","15"," ","384.81"," ","10"," ","256.54"," ","5"," ","128.27"," "
"2020/21","S08000028"," ",3,"SMR04"," ","60"," ","265.46"," ","40"," ","176.98"," ","5"," ","22.12"," "
"2020/21","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2020/21","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2021/22","S08000015"," ",1,"SMR04"," ","440"," ","396.23"," ","355"," ","319.69"," ","90"," ","81.05"," "
"2021/22","S08000015"," ",2,"SMR04"," ","195"," ","234.5"," ","150"," ","180.39"," ","35"," ","42.09"," "
"2021/22","S08000015"," ",3,"SMR04"," ","120"," ","174.15"," ","100"," ","145.12"," ","40"," ","58.05"," "
"2021/22","S08000015"," ",4,"SMR04"," ","85"," ","148.59"," ","65"," ","113.63"," ","15"," ","26.22"," "
"2021/22","S08000015"," ",5,"SMR04"," ","40"," ","82.68"," ","35"," ","72.35"," ","10"," ","20.67"," "
"2021/22","S08000016"," ",1,"SMR04"," ","55"," ","774.76"," ","30"," ","422.59"," ","0"," ","0"," "
"2021/22","S08000016"," ",2,"SMR04"," ","135"," ","702.76"," ","75"," ","390.42"," ","10"," ","52.06"," "
"2021/22","S08000016"," ",3,"SMR04"," ","145"," ","308.6"," ","95"," ","202.19"," ","15"," ","31.92"," "
"2021/22","S08000016"," ",4,"SMR04"," ","90"," ","279.22"," ","60"," ","186.14"," ","10"," ","31.02"," "
"2021/22","S08000016"," ",5,"SMR04"," ","15"," ","142.97"," ","10"," ","95.31"," ","0"," ","0"," "
"2021/22","S08000017"," ",1,"SMR04"," ","145"," ","1119.26"," ","70"," ","540.33"," ","15"," ","115.79"," "
"2021/22","S08000017"," ",2,"SMR04"," ","220"," ","555.4"," ","135"," ","340.81"," ","20"," ","50.49"," "
"2021/22","S08000017"," ",3,"SMR04"," ","225"," ","392.38"," ","125"," ","217.99"," ","30"," ","52.32"," "
"2021/22","S08000017"," ",4,"SMR04"," ","65"," ","252.56"," ","45"," ","174.85"," ","15"," ","58.28"," "
"2021/22","S08000017"," ",5,"SMR04"," ","40"," ","304.28"," ","20"," ","152.14"," ","10"," ","76.07"," "
"2021/22","S08000029"," ",1,"SMR04"," ","380"," ","519.45"," ","230"," ","314.4"," ","55"," ","75.18"," "
"2021/22","S08000029"," ",2,"SMR04"," ","405"," ","508.89"," ","250"," ","314.13"," ","65"," ","81.67"," "
"2021/22","S08000029"," ",3,"SMR04"," ","240"," ","328.74"," ","160"," ","219.16"," ","35"," ","47.94"," "
"2021/22","S08000029"," ",4,"SMR04"," ","175"," ","236.67"," ","120"," ","162.28"," ","25"," ","33.81"," "
"2021/22","S08000029"," ",5,"SMR04"," ","125"," ","166.58"," ","80"," ","106.61"," ","15"," ","19.99"," "
"2021/22","S08000019"," ",1,"SMR04"," ","350"," ","684.7"," ","200"," ","391.26"," ","30"," ","58.69"," "
"2021/22","S08000019"," ",2,"SMR04"," ","285"," ","470.14"," ","165"," ","272.19"," ","35"," ","57.74"," "
"2021/22","S08000019"," ",3,"SMR04"," ","215"," ","337.24"," ","130"," ","203.92"," ","20"," ","31.37"," "
"2021/22","S08000019"," ",4,"SMR04"," ","215"," ","338.28"," ","125"," ","196.68"," ","45"," ","70.8"," "
"2021/22","S08000019"," ",5,"SMR04"," ","125"," ","187.5"," ","75"," ","112.5"," ","20"," ","30"," "
"2021/22","S08000020"," ",1,"SMR04"," ","140"," ","428.61"," ","95"," ","290.84"," ","30"," ","91.84"," "
"2021/22","S08000020"," ",2,"SMR04"," ","355"," ","401.1"," ","240"," ","271.16"," ","45"," ","50.84"," "
"2021/22","S08000020"," ",3,"SMR04"," ","375"," ","311.8"," ","230"," ","191.23"," ","60"," ","49.89"," "
"2021/22","S08000020"," ",4,"SMR04"," ","380"," ","216.48"," ","260"," ","148.12"," ","45"," ","25.64"," "
"2021/22","S08000020"," ",5,"SMR04"," ","305"," ","179.89"," ","225"," ","132.7"," ","55"," ","32.44"," "
"2021/22","S08000031"," ",1,"SMR04"," ","2620"," ","644.62"," ","1580"," ","388.74"," ","365"," ","89.8"," "
"2021/22","S08000031"," ",2,"SMR04"," ","985"," ","464.23"," ","595"," ","280.42"," ","200"," ","94.26"," "
"2021/22","S08000031"," ",3,"SMR04"," ","540"," ","337.41"," ","335"," ","209.32"," ","100"," ","62.48"," "
"2021/22","S08000031"," ",4,"SMR04"," ","400"," ","240.55"," ","275"," ","165.38"," ","65"," ","39.09"," "
"2021/22","S08000031"," ",5,"SMR04"," ","370"," ","154.11"," ","230"," ","95.8"," ","55"," ","22.91"," "
"2021/22","S08000022"," ",1,"SMR04"," ","145"," ","476.68"," ","105"," ","345.18"," ","25"," ","82.19"," "
